,Unnamed: 0,label,tweet,tokens,stem,lemmas,text
2071,4142,2.0,https://t.co/91kZEj3Kap trump called his #sexualassault accuser a cunt. Racist imbeciles voted for him anyway and a\xe2\x80\xa6 https://t.co/ploNyURjw8,"['url', 'trump', 'called', 'his', 'hashtag', 'accuser', 'a', 'cunt', 'racist', 'imbeciles', 'voted', 'for', 'him', 'anyway', 'and', 'axe2x80xa6', 'url']",url trump cal his hasht accus a cunt rac imbecil vot for him anyway and axe2x80xa6 url,url trump call his hashtag accuser a cunt racist imbeciles vote for him anyway and axe2x80xa6 url,"url trump call his hashtag accuser a cunt racist imbeciles vote for him anyway and axe2x80xa6 url
"
2072,4144,0.0,@Hayley33173437 Where would you like me to put it. \xf0\x9f\x98\x81\xf0\x9f\x91\x85\xf0\x9f\x91\x85,"['user', 'where', 'would', 'you', 'like', 'me', 'to', 'put', 'it', 'xf0x9fx98x81xf0x9fx91x85xf0x9fx91x85']",us wher would you lik me to put it xf0x9fx98x81xf0x9fx91x85xf0x9fx91x85,user where would you like me to put it xf0x9fx98x81xf0x9fx91x85xf0x9fx91x85,"user where would you like me to put it xf0x9fx98x81xf0x9fx91x85xf0x9fx91x85
"
2073,4146,0.0,RT @chloehornby_xo: Lmaooooo why are people that aren't in my life anymore still slagging me off \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f get a fucking grip you bit\xe2\x80\xa6,"['rt', 'user', 'lmaooooo', 'why', 'are', 'people', 'that', 'are', 'not', 'in', 'my', 'life', 'anymore', 'still', 'slagging', 'me', 'off', 'xf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8fxf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8fxf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8f', 'get', 'a', 'fucking', 'grip', 'you', 'bitxe2x80xa6']",rt us lmaooooo why ar peopl that ar not in my lif anym stil slag me off xf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8fxf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8fxf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8f get a fuck grip you bitxe2x80xa6,rt user lmaooooo why be people that be not in my life anymore still slag me off xf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8fxf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8fxf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8f get a fuck grip you bitxe2x80xa6,"rt user lmaooooo why be people that be not in my life anymore still slag me off xf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8fxf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8fxf0x9fxa4xa6xf0x9fx8fxbcxe2x80x8dxe2x99x80xefxb8x8f get a fuck grip you bitxe2x80xa6
"
2074,4148,2.0,There is no better woman than who always keeps her cunt fully shaved. https://t.co/bfiwtZpJUz,"['there', 'is', 'no', 'better', 'woman', 'than', 'who', 'always', 'keeps', 'her', 'cunt', 'fully', 'shaved', 'url']",ther is no bet wom than who alway keep her cunt ful shav url,there be no better woman than who always keep her cunt fully shave url,"there be no better woman than who always keep her cunt fully shave url
"
2075,4150,0.0,bhool na mat main wapas aa raha hoon,"['bhool', 'na', 'mat', 'main', 'wapas', 'aa', 'raha', 'hoon']",bhool na mat main wapa aa rah hoon,bhool na mat main wapas aa raha hoon,"Don't forget i'm coming back
"
2076,4152,2.0,RT @_AM63__: Aye nae bother dae that over here and thatl get sent right inty the burds groupchat afore you blink and theyre fuckin tearin u\xe2\x80\xa6,"['rt', 'user', 'aye', 'nae', 'bother', 'dae', 'that', 'over', 'here', 'and', 'thatl', 'get', 'sent', 'right', 'inty', 'the', 'burds', 'groupchat', 'afore', 'you', 'blink', 'and', 'they', 'are', 'fuckin', 'tearin', 'youxe2x80xa6']",rt us ay nae both dae that ov her and thatl get sent right inty the burd groupch af you blink and they ar fuckin tearin youxe2x80xa6,rt user aye nae bother dae that over here and thatl get send right inty the burds groupchat afore you blink and they be fuckin tearin youxe2x80xa6,"rt user aye nae bother dae that over here and thatl get send right inty the burds groupchat afore you blink and they be fuckin tearin youxe2x80xa6
"
2077,4154,0.0,@Hayley33173437 You could have humoured.  it's away now. \xf0\x9f\x98\x81\xf0\x9f\x98\x81,"['user', 'you', 'could', 'have', 'humoured', 'it', 'is', 'away', 'now', 'xf0x9fx98x81xf0x9fx98x81']",us you could hav humo it is away now xf0x9fx98x81xf0x9fx98x81,user you could have humour it be away now xf0x9fx98x81xf0x9fx98x81,"user you could have humour it be away now xf0x9fx98x81xf0x9fx98x81
"
2078,4156,2.0,RT @hotkban8: Getting my cunt trashed last nights Bamff and Hungerff see full vid on Hungerff xtube feed @armfuck @ doble punch @ vers ff h\xe2\x80\xa6,"['rt', 'user', 'getting', 'my', 'cunt', 'trashed', 'last', 'nights', 'bamff', 'and', 'hungerff', 'see', 'full', 'vid', 'on', 'hungerff', 'xtube', 'feed', 'user', 'user', 'doble', 'punch', 'user', 'vers', 'ff', 'hxe2x80xa6']",rt us get my cunt trash last night bamff and hungerff see ful vid on hungerff xtub fee us us dobl punch us ver ff hxe2x80xa6,rt user get my cunt trash last nights bamff and hungerff see full vid on hungerff xtube fee user user doble punch user vers ff hxe2x80xa6,"rt user get my cunt trash last nights bamff and hungerff see full vid on hungerff xtube fee user user doble punch user vers ff hxe2x80xa6
"
2079,4158,2.0,RT @Alexicon83: What a fucking cunt #Manhatten https://t.co/zZxGfXQCEa,"['rt', 'user', 'what', 'a', 'fucking', 'cunt', 'hashtag', 'url']",rt us what a fuck cunt hasht url,rt user what a fuck cunt hashtag url,"rt user what a fuck cunt hashtag url
"
2080,4160,0.0,Some cunt throw them in the river.   #thismorning,"['some', 'cunt', 'throw', 'them', 'in', 'the', 'river', 'hashtag']",som cunt throw them in the riv hasht,some cunt throw them in the river hashtag,"some cunt throw them in the river hashtag
"
2081,4162,2.0,@Shinybiscuit I like to use the phrase \xe2\x80\x9cBusy Cunt\xe2\x80\x9d for people like this.,"['user', 'i', 'like', 'to', 'use', 'the', 'phrase', 'xe2x80x9cbusy', 'cuntxe2x80x9d', 'for', 'people', 'like', 'this']",us i lik to us the phrase xe2x80x9cbusy cuntxe2x80x9d for peopl lik thi,user i like to use the phrase xe2x80x9cbusy cuntxe2x80x9d for people like this,"user i like to use the phrase xe2x80x9cbusy cuntxe2x80x9d for people like this
"
2082,4164,2.0,@klabentley Fuck Carl anyway he\xe2\x80\x99s a cunt,"['user', 'fuck', 'carl', 'anyway', 'hexe2x80x99s', 'a', 'cunt']",us fuck carl anyway hexe2x80x99s a cunt,user fuck carl anyway hexe2x80x99s a cunt,"user fuck carl anyway hexe2x80x99s a cunt
"
2083,4166,0.0,@MIO_Kotaro \xe5\x8f\xaf\xe6\x84\x9b\xe3\x81\xbf\xe2\x97\x8e\n\xef\xbc\xbc\xe7\x94\x9f\xe3\x81\x8d\xe8\xbf\x94\xe3\x81\xa3\xe3\x81\x9f\xef\xbc\x8f,"['user', 'xe5x8fxafxe6x84x9bxe3x81xbfxe2x97x8enxefxbcxbcxe7x94x9fxe3x81x8dxe8xbfx94xe3x81xa3xe3x81x9fxefxbcx8f']",us xe5x8fxafxe6x84x9bxe3x81xbfxe2x97x8enxefxbcxbcxe7x94x9fxe3x81x8dxe8xbfx94xe3x81xa3xe3x81x9fxefxbcx8f,user xe5x8fxafxe6x84x9bxe3x81xbfxe2x97x8enxefxbcxbcxe7x94x9fxe3x81x8dxe8xbfx94xe3x81xa3xe3x81x9fxefxbcx8f,"user xe5x8fxafxe6x84x9bxe3x81xbfxe2x97x8enxefxbcxbcxe7x94x9fxe3x81x8dxe8xbfx94xe3x81xa3xe3x81x9fxefxbcx8f
"
2084,4168,0.0,The irony that Utd and Mourinho whining about city \xe2\x80\x9cover celebrating\xe2\x80\x9d when Utd spent the past 20 years being the mo\xe2\x80\xa6 https://t.co/BHXw4LJw6O,"['the', 'irony', 'that', 'utd', 'and', 'mourinho', 'whining', 'about', 'city', 'xe2x80x9cover', 'celebratingxe2x80x9d', 'when', 'utd', 'spent', 'the', 'past', 'twenty', 'years', 'being', 'the', 'moxe2x80xa6', 'url']",the irony that utd and mourinho whin about city xe2x80x9cover celebratingxe2x80x9d when utd spent the past twenty year being the moxe2x80xa6 url,the irony that utd and mourinho whine about city xe2x80x9cover celebratingxe2x80x9d when utd spend the past twenty years be the moxe2x80xa6 url,"the irony that utd and mourinho whine about city xe2x80x9cover celebratingxe2x80x9d when utd spend the past twenty years be the moxe2x80xa6 url
"
2085,4170,2.0,@jovdawggg You're cut that NAV's an ugly cunt too but he can pull,"['user', 'you', 'are', 'cut', 'that', 'navs', 'an', 'ugly', 'cunt', 'too', 'but', 'he', 'can', 'pull']",us you ar cut that nav an ug cunt too but he can pul,user you be cut that navs an ugly cunt too but he can pull,"user you be cut that navs an ugly cunt too but he can pull
"
2086,4172,2.0,RT @Bethrooneyyyx: Swear to fuck am the most unlucky cunt on this planet,"['rt', 'user', 'swear', 'to', 'fuck', 'am', 'the', 'most', 'unlucky', 'cunt', 'on', 'this', 'planet']",rt us swear to fuck am the most unlucky cunt on thi planet,rt user swear to fuck be the most unlucky cunt on this planet,"rt user swear to fuck be the most unlucky cunt on this planet
"
2087,4174,2.0,"@LewdGinyu ""I\'m certainly not \'lil\' but I can definitely pound your cunt.""","['user', 'im', 'certainly', 'not', 'lil', 'but', 'i', 'can', 'definitely', 'pound', 'your', 'cunt']",us im certain not lil but i can definit pound yo cunt,user im certainly not lil but i can definitely pound your cunt,"user im certainly not lil but i can definitely pound your cunt
"
2088,4176,2.0,Im furious this cunt is an abuser https://t.co/5kkgSxXw9g,"['i', 'am', 'furious', 'this', 'cunt', 'is', 'an', 'abuser', 'url']",i am fury thi cunt is an abus url,i be furious this cunt be an abuser url,"i be furious this cunt be an abuser url
"
2089,4178,0.0,sahi hai ha ha ha,"['sahi', 'hai', 'ha', 'ha', 'ha']",sah hai ha ha ha,sahi hai ha ha ha,"Right haha ​​ha
"
2090,4180,2.0,RT @b34rm0ng: It's hit n miss with call centres you're either gna get that foreign cunt who can barely speak English or that one that's an\xe2\x80\xa6,"['rt', 'user', 'it', 'is', 'hit', 'n', 'miss', 'with', 'call', 'centres', 'you', 'are', 'either', 'gna', 'get', 'that', 'foreign', 'cunt', 'who', 'can', 'barely', 'speak', 'english', 'or', 'that', 'one', 'that', 'is', 'anxe2x80xa6']",rt us it is hit n miss with cal cent you ar eith gna get that foreign cunt who can bar speak engl or that on that is anxe2x80xa6,rt user it be hit n miss with call centre you be either gna get that foreign cunt who can barely speak english or that one that be anxe2x80xa6,"rt user it be hit n miss with call centre you be either gna get that foreign cunt who can barely speak english or that one that be anxe2x80xa6
"
2091,4182,2.0,@chaelinCL RELEASE THE ALBUM LAZY CUNT!!!!! https://t.co/gRl2JoaBx7,"['user', 'release', 'the', 'album', 'lazy', 'cunt', 'url']",us releas the alb lazy cunt url,user release the album lazy cunt url,"user release the album lazy cunt url
"
2092,4184,2.0,@MaddieDyson @anisasx The little cunt played us all,"['user', 'user', 'the', 'little', 'cunt', 'played', 'us', 'all']",us us the littl cunt play us al,user user the little cunt play us all,"user user the little cunt play us all
"
2093,4186,2.0,RT @TeamMilanAC: Good morning everyone except that cunt Raiola https://t.co/bjy1LsW7qm,"['rt', 'user', 'good', 'morning', 'everyone', 'except', 'that', 'cunt', 'raiola', 'url']",rt us good morn everyon exceiv that cunt raiol url,rt user good morning everyone except that cunt raiola url,"rt user good morning everyone except that cunt raiola url
"
2094,4188,0.0,@MIO_Kotaro \xe6\xa5\xbd\xe3\x81\x97\xe3\x81\x8f\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\xa6\xe3\x82\x8b\xe3\x81\x98\xe3\x82\x83\xe3\x82\x93\xe7\xac\x91\n\xef\xbc\xbc\xe9\x81\x95\xe3\x81\x86\xe3\x82\x88\xef\xbc\x8f,"['user', 'xe6xa5xbdxe3x81x97xe3x81x8fxe3x81xaaxe3x81xa3xe3x81xa6xe3x82x8bxe3x81x98xe3x82x83xe3x82x93xe7xacx91nxefxbcxbcxe9x81x95xe3x81x86xe3x82x88xefxbcx8f']",us xe6xa5xbdxe3x81x97xe3x81x8fxe3x81xaaxe3x81xa3xe3x81xa6xe3x82x8bxe3x81x98xe3x82x83xe3x82x93xe7xacx91nxefxbcxbcxe9x81x95xe3x81x86xe3x82x88xefxbcx8f,user xe6xa5xbdxe3x81x97xe3x81x8fxe3x81xaaxe3x81xa3xe3x81xa6xe3x82x8bxe3x81x98xe3x82x83xe3x82x93xe7xacx91nxefxbcxbcxe9x81x95xe3x81x86xe3x82x88xefxbcx8f,"user xe6xa5xbdxe3x81x97xe3x81x8fxe3x81xaaxe3x81xa3xe3x81xa6xe3x82x8bxe3x81x98xe3x82x83xe3x82x93xe7xacx91nxefxbcxbcxe9x81x95xe3x81x86xe3x82x88xefxbcx8f
"
2095,4190,2.0,Anyone who constantly talks about Bitcoin is a cunt.,"['anyone', 'who', 'constantly', 'talks', 'about', 'bitcoin', 'is', 'a', 'cunt']",anyon who const talk about bitcoin is a cunt,anyone who constantly talk about bitcoin be a cunt,"anyone who constantly talk about bitcoin be a cunt
"
2096,4192,2.0,"@IvankaTrump It\'s ""Merry Christmas!"", you vapid cunt.","['user', 'its', 'merry', 'christmas', 'you', 'vapid', 'cunt']",us it merry christmas you vapid cunt,user its merry christmas you vapid cunt,"user its merry christmas you vapid cunt
"
2097,4194,2.0,"RT @NOTSIYXM: ""you changed""\n\nNo, you turned into a cunt man","['rt', 'user', 'you', 'changednnno', 'you', 'turned', 'into', 'a', 'cunt', 'man']",rt us you changednnno you turn into a cunt man,rt user you changednnno you turn into a cunt man,"rt user you changednnno you turn into a cunt man
"
2098,4196,2.0,@nat_forrest @7NewsAdelaide @billshortenmp if he was so fucken good and decent he's still be a senator!!!! put the\xe2\x80\xa6 https://t.co/PGj2anEEVr,"['user', 'user', 'user', 'if', 'he', 'was', 'so', 'fucken', 'good', 'and', 'decent', 'he', 'is', 'still', 'be', 'a', 'senator', 'put', 'thexe2x80xa6', 'url']",us us us if he was so fuck good and dec he is stil be a sen put thexe2x80xa6 url,user user user if he be so fucken good and decent he be still be a senator put thexe2x80xa6 url,"user user user if he be so fucken good and decent he be still be a senator put thexe2x80xa6 url
"
2099,4198,2.0,"@Warren_Whitmore Fuck you and your transphobic, sexist and downright appalling views of how women should live their\xe2\x80\xa6 https://t.co/1QuvwxmMrX","['user', 'fuck', 'you', 'and', 'your', 'transphobic', 'sexist', 'and', 'downright', 'appalling', 'views', 'of', 'how', 'women', 'should', 'live', 'theirxe2x80xa6', 'url']",us fuck you and yo transphob sex and downright appal view of how wom should liv theirxe2x80xa6 url,user fuck you and your transphobic sexist and downright appal view of how women should live theirxe2x80xa6 url,"user fuck you and your transphobic sexist and downright appal view of how women should live theirxe2x80xa6 url
"
2100,4200,2.0,@Twitch_Zagar Ugh. Why can't my tweets blow up like yours you fucking cunt,"['user', 'ugh', 'why', 'can', 'not', 'my', 'tweets', 'blow', 'up', 'like', 'yours', 'you', 'fucking', 'cunt']",us ugh why can not my tweet blow up lik yo you fuck cunt,user ugh why can not my tweet blow up like yours you fuck cunt,"user ugh why can not my tweet blow up like yours you fuck cunt
"
2101,4202,2.0,@WGNNews Bitch wasn't crying when she held that kid down though. Dumb cunt,"['user', 'bitch', 'was', 'not', 'crying', 'when', 'she', 'held', 'that', 'kid', 'down', 'though', 'dumb', 'cunt']",us bitch was not cry when she held that kid down though dumb cunt,user bitch be not cry when she hold that kid down though dumb cunt,"user bitch be not cry when she hold that kid down though dumb cunt
"
2102,4204,2.0,"@ComradeDamo @AnarchoBro96 Australians say the word ""cunt"" just as we say ""fuck"" so causally. Give him a break.","['user', 'user', 'australians', 'say', 'the', 'word', 'cunt', 'just', 'as', 'we', 'say', 'fuck', 'so', 'causally', 'give', 'him', 'a', 'break']",us us aust say the word cunt just as we say fuck so caus giv him a break,user user australians say the word cunt just as we say fuck so causally give him a break,"user user australians say the word cunt just as we say fuck so causally give him a break
"
2103,4206,0.0,@cunt_blast \xe3\x81\x84\xe3\x82\x84\xef\xbd\xb1\xef\xbe\x9e\xef\xbd\xb1\xef\xbe\x9e\xef\xbd\xb1\xef\xbe\x9e\xef\xbd\xb1\xef\xbe\x9e\xef\xbd\xb1\xef\xbe\x9e\xef\xbd\xb1\xef\xbe\x9e\xef\xbd\xb1\xef\xbe\x9e\xef\xbd\xb1\xef\xbe\x9e\xef\xbd\xb1\xef\xbe\x9e\xef\xbd\xb1\xef\xbe\x9e\xe2\x86\x90\n\xef\xbc\xbc\xe3\x83\x9e\xe3\x83\xaa\xe3\x82\xaa\xe3\x81\x8b\xe3\x82\x88\xef\xbc\x8f,"['user', 'xe3x81x84xe3x82x84xefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exe2x86x90nxefxbcxbcxe3x83x9exe3x83xaaxe3x82xaaxe3x81x8bxe3x82x88xefxbcx8f']",us xe3x81x84xe3x82x84xefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exe2x86x90nxefxbcxbcxe3x83x9exe3x83xaaxe3x82xaaxe3x81x8bxe3x82x88xefxbcx8f,user xe3x81x84xe3x82x84xefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exe2x86x90nxefxbcxbcxe3x83x9exe3x83xaaxe3x82xaaxe3x81x8bxe3x82x88xefxbcx8f,"user xe3x81x84xe3x82x84xefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exefxbdxb1xefxbex9exe2x86x90nxefxbcxbcxe3x83x9exe3x83xaaxe3x82xaaxe3x81x8bxe3x82x88xefxbcx8f
"
2104,4208,2.0,"@PNN_Unleashed @HarmlessYardDog We need an intervention to get Puppers away from that fat cunt, before she kills him.","['user', 'user', 'we', 'need', 'an', 'intervention', 'to', 'get', 'puppers', 'away', 'from', 'that', 'fat', 'cunt', 'before', 'she', 'kills', 'him']",us us we nee an interv to get pup away from that fat cunt bef she kil him,user user we need an intervention to get puppers away from that fat cunt before she kill him,"user user we need an intervention to get puppers away from that fat cunt before she kill him
"
2105,4210,0.0,RT @LeilaMistress: Im Taxing That Cunt\n\n\xf0\x9f\x94\xb4\xc2\xa315 SKYPE DOMMES\xf0\x9f\x94\xb4\n\nhttps://t.co/V3wTRh0SPq &lt,"['rt', 'user', 'i', 'am', 'taxing', 'that', 'cuntnnxf0x9fx94xb4xc2xa315', 'skype', 'dommesxf0x9fx94xb4nnhttpsurl']",rt us i am tax that cuntnnxf0x9fx94xb4xc2xa315 skyp dommesxf0x9fx94xb4nnhttpsurl,rt user i be tax that cuntnnxf0x9fx94xb4xc2xa315 skype dommesxf0x9fx94xb4nnhttpsurl,"rt user i be tax that cuntnnxf0x9fx94xb4xc2xa315 skype dommesxf0x9fx94xb4nnhttpsurl
"
2106,4212,2.0,@stulevy1 Zaha all day... 7 mins 20 sec in... The cunt needs putting through a wood chipper.\xe2\x80\xa6 https://t.co/F3RAW1pwF8,"['user', 'zaha', 'all', 'day', 'seven', 'mins', 'twenty', 'sec', 'in', 'the', 'cunt', 'needs', 'putting', 'through', 'a', 'wood', 'chipperxe2x80xa6', 'url']",us zah al day sev min twenty sec in the cunt nee put through a wood chipperxe2x80xa6 url,user zaha all day seven mins twenty sec in the cunt need put through a wood chipperxe2x80xa6 url,"user zaha all day seven mins twenty sec in the cunt need put through a wood chipperxe2x80xa6 url
"
2107,4214,2.0,RT @xxxbayside: @umIutha Fucking try me cunt,"['rt', 'user', 'user', 'fucking', 'try', 'me', 'cunt']",rt us us fuck try me cunt,rt user user fuck try me cunt,"rt user user fuck try me cunt
"
2108,4216,2.0,@Arsenal @_OlivierGiroud_ Shutup u fucking cunt.,"['user', 'user', 'shutup', 'you', 'fucking', 'cunt']",us us shutup you fuck cunt,user user shutup you fuck cunt,"user user shutup you fuck cunt
"
2109,4218,0.0,"RT @RahulKohli13: When censoring my tweet from saying \xe2\x80\x9ca cunt\xe2\x80\x9d to \xe2\x80\x9ca bit of a knob\xe2\x80\x9d, I ended up tweeting out a typo. So what did we learn t\xe2\x80\xa6","['rt', 'user', 'when', 'censoring', 'my', 'tweet', 'from', 'saying', 'xe2x80x9ca', 'cuntxe2x80x9d', 'to', 'xe2x80x9ca', 'bit', 'of', 'a', 'knobxe2x80x9d', 'i', 'ended', 'up', 'tweeting', 'out', 'a', 'typo', 'so', 'what', 'did', 'we', 'learn', 'txe2x80xa6']",rt us when cens my tweet from say xe2x80x9ca cuntxe2x80x9d to xe2x80x9ca bit of a knobxe2x80x9d i end up tweet out a typo so what did we learn txe2x80xa6,rt user when censor my tweet from say xe2x80x9ca cuntxe2x80x9d to xe2x80x9ca bite of a knobxe2x80x9d i end up tweet out a typo so what do we learn txe2x80xa6,"rt user when censor my tweet from say xe2x80x9ca cuntxe2x80x9d to xe2x80x9ca bite of a knobxe2x80x9d i end up tweet out a typo so what do we learn txe2x80xa6
"
2110,4220,2.0,rude cunt,"['rude', 'cunt']",rud cunt,rude cunt,"rude cunt
"
2111,4222,2.0,@Everton @NUFC Cunt,"['user', 'user', 'cunt']",us us cunt,user user cunt,"user user cunt
"
2112,4224,0.0,I just heard that Pyrocynical said the resident evil 4 chainsaw controller is the single worst invention in the his\xe2\x80\xa6 https://t.co/b36C48bnAx,"['i', 'just', 'heard', 'that', 'pyrocynical', 'said', 'the', 'resident', 'evil', 'four', 'chainsaw', 'controller', 'is', 'the', 'single', 'worst', 'invention', 'in', 'the', 'hisxe2x80xa6', 'url']",i just heard that pyrocyn said the resid evil four chainsaw control is the singl worst inv in the hisxe2x80xa6 url,i just hear that pyrocynical say the resident evil four chainsaw controller be the single worst invention in the hisxe2x80xa6 url,"i just hear that pyrocynical say the resident evil four chainsaw controller be the single worst invention in the hisxe2x80xa6 url
"
2113,4226,2.0,@antony58210715 Lucky cunt,"['user', 'lucky', 'cunt']",us lucky cunt,user lucky cunt,"user lucky cunt
"
2114,4228,2.0,Raulix is a very real cunt,"['raulix', 'is', 'a', 'very', 'real', 'cunt']",raulix is a very real cunt,raulix be a very real cunt,"raulix be a very real cunt
"
2115,4230,2.0,@Khalzd_ @Scrffyy @CountZ_ Shut ur fucking gob cunt,"['user', 'user', 'user', 'shut', 'ur', 'fucking', 'gob', 'cunt']",us us us shut ur fuck gob cunt,user user user shut ur fuck gob cunt,"user user user shut your fuck dog cunt
"
2116,4232,2.0,RT @theresamay1956: I was actually calling him a fucking cunt x https://t.co/e2vnDgn0gK,"['rt', 'user', 'i', 'was', 'actually', 'calling', 'him', 'a', 'fucking', 'cunt', 'x', 'url']",rt us i was act cal him a fuck cunt x url,rt user i be actually call him a fuck cunt x url,"rt user i be actually call him a fuck cunt x url
"
2117,4234,2.0,@FraserNelson That Guy really is a cunt isn't he?,"['user', 'that', 'guy', 'really', 'is', 'a', 'cunt', 'is', 'not', 'he']",us that guy real is a cunt is not he,user that guy really be a cunt be not he,"user that guy really be a cunt be not he
"
2118,4236,2.0,"RT @DominantRhys: Went in dry, and made his walls wet \xf0\x9f\x8d\x91. This doesn't begin to show how fucking hot and creamy his cunt was \xf0\x9f\x8d\x86\xf0\x9f\x8d\x86\xf0\x9f\x8d\x86... #goodass\xe2\x80\xa6","['rt', 'user', 'went', 'in', 'dry', 'and', 'made', 'his', 'walls', 'wet', 'xf0x9fx8dx91', 'this', 'does', 'not', 'begin', 'to', 'show', 'how', 'fucking', 'hot', 'and', 'creamy', 'his', 'cunt', 'was', 'xf0x9fx8dx86xf0x9fx8dx86xf0x9fx8dx86', 'hashtagxe2x80xa6']",rt us went in dry and mad his wal wet xf0x9fx8dx91 thi doe not begin to show how fuck hot and creamy his cunt was xf0x9fx8dx86xf0x9fx8dx86xf0x9fx8dx86 hashtagxe2x80xa6,rt user go in dry and make his wall wet xf0x9fx8dx91 this do not begin to show how fuck hot and creamy his cunt be xf0x9fx8dx86xf0x9fx8dx86xf0x9fx8dx86 hashtagxe2x80xa6,"rt user go in dry and make his wall wet xf0x9fx8dx91 this do not begin to show how fuck hot and creamy his cunt be xf0x9fx8dx86xf0x9fx8dx86xf0x9fx8dx86 hashtagxe2x80xa6
"
2119,4238,2.0,@mulverine_ Fuck your grandma u cunt,"['user', 'fuck', 'your', 'grandma', 'you', 'cunt']",us fuck yo grandm you cunt,user fuck your grandma you cunt,"user fuck your grandma you cunt
"
2120,4240,0.0,@FOOKING_CUNT What do you take me for \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x99\x84\xf0\x9f\x99\x84,"['user', 'what', 'do', 'you', 'take', 'me', 'for', 'xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx99x84xf0x9fx99x84']",us what do you tak me for xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx99x84xf0x9fx99x84,user what do you take me for xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx99x84xf0x9fx99x84,"user what do you take me for xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx99x84xf0x9fx99x84
"
2121,4242,2.0,RT @Pand6a: Expose this cunt https://t.co/SBSpHnJ6xA,"['rt', 'user', 'expose', 'this', 'cunt', 'url']",rt us expos thi cunt url,rt user expose this cunt url,"rt user expose this cunt url
"
2122,4244,2.0,@JSevenoakz So basically some cunt called some cunt fat and the other was like I didn\xe2\x80\x99t call any cunt fat that\xe2\x80\x99s ba\xe2\x80\xa6 https://t.co/5g4karqtGg,"['user', 'so', 'basically', 'some', 'cunt', 'called', 'some', 'cunt', 'fat', 'and', 'the', 'other', 'was', 'like', 'i', 'didnxe2x80x99t', 'call', 'any', 'cunt', 'fat', 'thatxe2x80x99s', 'baxe2x80xa6', 'url']",us so bas som cunt cal som cunt fat and the oth was lik i didnxe2x80x99t cal any cunt fat thatxe2x80x99s baxe2x80xa6 url,user so basically some cunt call some cunt fat and the other be like i didnxe2x80x99t call any cunt fat thatxe2x80x99s baxe2x80xa6 url,"user so basically some cunt call some cunt fat and the other be like i didnxe2x80x99t call any cunt fat thatxe2x80x99s baxe2x80xa6 url
"
2123,4246,2.0,@CallumWright__ Diving cunt,"['user', 'diving', 'cunt']",us div cunt,user dive cunt,"user dive cunt
"
