,label,user,tweet,emb,cleaned_tweets,lemmas
1244,1,758203632970006528,886144967839813632,"[ 2.2407255  -2.4486616   0.32399923  4.040714   -2.093361    1.4411798
  0.05979512 -1.856096   -4.1443205   2.8981519  -4.68747    -0.21945688
  1.4555473  -2.3079896   0.52920836 -0.71444404 -3.335265   -1.875221
  0.09109563 -0.3202335  -3.401626    2.470473   -5.294464    5.2254376
 -1.5396581   5.7421384  -2.4760652  -5.378497    2.721301   -4.833251
  0.5842208   6.579799    3.1497023  -4.518964    6.2931914   0.09372242
 -0.85794944 -0.58422434  1.1774046  -2.9921453  -3.0627866  -0.7980894
 -0.57337785  3.141085   -1.4003427  -1.4989631   0.05170821  0.98962796
 -0.44623435  1.1519778  -2.0978553   0.25091255 -4.14275    -1.5872953
  6.023694   -4.811907   -3.6680071  -4.228185   -2.640389   -0.80378574
 -5.0067315  -0.25266343 -6.111575    2.1272678 ]",<User> <User> <User> <User> And who you have caught in Delhi now to rap pregnant bitch,<user> <user> <user> <user> aur tu kiska jo abhi delhi me pakdaya hai pregnent kutiya ka rape karne ke liye
1245,1,883650060013117445,886144639580942336,"[-2.3930779  -3.562203   -0.15154605  0.2435155  -1.8660146   0.1506487
  0.09063315  0.7102543   2.4524374  -1.1522403  -0.86022264 -0.35265252
  0.76564217  2.2202475  -1.4580055   1.3631848  -1.3216356   1.1885927
  2.781859   -0.23256467  0.8119952   1.1878122   3.1208143  -1.7069395
 -4.6695557   1.7583863  -0.08335553  1.5565051   1.8669181  -1.8725915
 -3.2219627  -1.3423536   0.88322526 -2.9864776   0.6776889   2.1356623
 -3.0174088  -3.9074216  -1.7090366  -1.5425032   0.5489702  -2.1068127
  0.49168813 -1.1833887   0.04873095  0.30804518 -1.5284526  -0.13074961
 -0.06719527 -0.32391864 -0.40025952 -0.11565181  1.9144543  -0.7407203
  0.46255305 -2.315685    1.5990454   1.5222964   1.1772653  -1.4495567
 -0.632508    2.2188132  -0.20772126 -0.41263133]",The end of the war of terrorism will end with the end of the war,<user> terrorism ka khatmy ki jang ns ky khatmy k sath hog
1246,0,855677535077748736,886144512732667904,"[-0.00474759 -0.00360775 -0.00392358  0.00621192 -0.00108967 -0.00293341
 -0.00432675 -0.00150682  0.005185   -0.00281867 -0.00431457  0.00171354
  0.00090201  0.00719576  0.00079778  0.00172216  0.00496824 -0.00476473
  0.00658895  0.00027915  0.00632896  0.00671705 -0.00301941  0.00507167
  0.00114698  0.00537283  0.00750966 -0.00360722  0.00472122 -0.00569743
  0.00618919  0.00388006  0.00702066 -0.00115325 -0.00519232 -0.00747683
 -0.00398732 -0.00219618  0.00648559  0.00777123  0.00044821  0.00062836
 -0.00051044  0.00267901 -0.00194095 -0.004182    0.00266086  0.00779391
 -0.00431219 -0.0010685   0.00218988  0.00069681  0.00162244  0.00168418
  0.0024623   0.0065912   0.00132213  0.0003505  -0.00653565  0.00563338
 -0.0064375   0.00087017  0.00705934 -0.00510092]",<User> Then how many times Rupa has been raped in Bengal,<user> phir roopa ji ka kitne baar rape hua hai bengal mei
1247,0,874291365793943552,886143786375680004,"[  1.2514387   -4.6936507   -4.2948275    3.905479     0.72961295
  -0.0691238   -3.5370924   -5.721145     0.02683161   4.434632
  -6.81838     -4.329931    -8.113239    -3.6547961   -4.300634
   6.604262     4.2297583    3.2332401   -6.14678      0.6801679
   1.7714759   11.687005    -4.401338     5.044789     2.6909473
  -2.177766    -5.492654    -2.9357908    2.9507272   -1.5689882
   4.462102    -1.4482535    0.02700654  -2.3840435    3.6540265
 -11.225229    -1.0651627    3.48446     -1.2037656    1.067828
   5.155478    -2.9193485    0.33833492   2.0456097   -7.4004354
  -2.6236439    2.1113136   -1.8587886    1.189377     1.692657
  -5.0015574   -1.8345722   -3.2041266   -0.14491142   2.0209088
  -7.8468533   -0.8096221    1.1174902   -0.8577534   -6.176236
   7.0078235    1.587161     2.652088    -0.9504158 ]","<User> is aware that when Six Zihadi becomes a low in the tire, diplomacy is required to go to the next five",<user> ha pata hai jab six zihadi terror me ek cm ban jaye to baki five ke against jane me kootniti apnani padti hai
1248,0,881121672161628161,886142480697131008,"[ 5.2339798e-03 -3.3682256e-04  1.6187002e-03  3.7767123e-03
 -3.8759522e-03  5.7497392e-03  2.9582167e-03 -6.4331102e-03
 -1.9608277e-03 -5.2357865e-03  1.2262900e-05  4.4278579e-04
 -6.9596164e-04  8.1940001e-04  3.5096309e-03 -6.1776610e-03
 -3.0633763e-03 -9.4906474e-04  4.6744803e-03 -5.4943473e-03
  4.3343138e-03 -3.7440131e-03 -5.8257505e-03  4.6088048e-03
 -2.5110440e-03 -2.7899852e-03  6.4791213e-03  4.4050305e-03
  1.2840939e-03  4.8066769e-03  2.7903458e-04  3.1900045e-03
  1.4106819e-03 -5.7012471e-03  2.2397300e-03 -4.4035567e-03
  1.6558485e-03 -5.5944277e-03 -7.3943851e-03 -7.4373940e-03
 -5.5580614e-03  4.4578700e-03 -3.8739033e-03  4.0463433e-03
 -1.5679117e-03 -1.3474094e-04 -5.5156434e-03 -4.2041163e-03
  7.1578831e-03 -2.1398643e-03  3.6711339e-03 -3.8346751e-03
 -4.0412557e-04 -4.0219403e-03 -3.6238187e-03 -7.6350272e-03
 -7.0476243e-03 -2.7738425e-03  1.8441647e-03 -1.8983707e-03
  9.9183766e-05  4.7563720e-03  5.9167860e-04  1.8424310e-03]","If a body scanner machine is installed in the entire country, such an incident like Terrorist Plaintiffs and Murder Daketi Lootatat will rarely be possible <url>",agar pure hindustan m body scanner machine laga diya jaye to atank wadi hamle or murder daketi lutpat jaisi wardat shayad hi ho payege <url>
1249,0,1028083614,886141331340316672,"[ 0.10960925 -1.9713569   3.3528142   2.9740503   0.85488695  0.68120986
  5.0987315  -6.6144624  -0.0692501   4.0430465  -2.08358    -0.11661295
 -0.4074093  -6.420661   -3.4135613  -5.6509986  -4.1929803  -5.869819
 -0.5316314   1.0006813  -0.56856334  2.4564118   3.7648787   1.6066011
 -0.35904258  5.437357   -4.0540996  -4.006491    2.8528366  -8.933141
  2.1521554   0.46287858  0.78477657 -3.7957277   2.732295    3.4101255
 -1.7189379   2.755206    1.5574174  -3.855864    2.2880287  -0.1224947
  1.1426969  -2.212369    2.4880893  -0.0560643  -2.260492    0.52754205
  4.267947    4.212146   -1.1205932   0.28099027 -1.7880052  -1.2844155
 -3.592162   -3.2488642  -2.4252107  -2.7613273  -0.21107416 -1.4339259
  4.3082294   3.7345684  -1.2060665  -2.3629837 ]",Hindus can play hinders,<user> hindu terror ka jhunjhuna bajaya ja ske
1250,0,744663764864118784,886137940916576256,"[-0.00206893 -0.0027572   0.00624012  0.00285636 -0.00054385 -0.00564643
 -0.00712577 -0.00330031 -0.00477755  0.00458153 -0.00668575 -0.00459939
 -0.00774638 -0.00429041  0.00663226 -0.00474204  0.00230609 -0.00736853
 -0.00446914 -0.00434486  0.00243239 -0.00567269 -0.00605607 -0.00372309
 -0.00245027  0.00321682 -0.00394905  0.00146129 -0.00339948  0.00094634
  0.00631489  0.00651951 -0.0071446   0.00154428  0.007538   -0.00062607
  0.00494174 -0.00184281 -0.0038543  -0.00021483 -0.00641292  0.00385058
  0.00069183 -0.00106166  0.00454285 -0.00537998 -0.00430485  0.00611468
  0.00413714 -0.00664741  0.00020345 -0.00332908 -0.0034157  -0.00469043
  0.0020955   0.00588694 -0.00051948  0.00135297 -0.00628021  0.00503277
  0.00760075  0.00639167 -0.00623788  0.00297293]","This is just for those people who suspect terrorism's religion, only a handful of Intellectual people still do not know the religion of the Terrorism.",ye sirf un logo ke liye jinko aatankwaad k dharm par shaq hkuchh mutthi bhar intellectual logo ko hi abhi tak terrorism ka dharm nhi pata h <url>
1251,0,2258484660,886130380083822593,"[  1.8747782    2.3066654   -7.415023     3.349452     0.9369653
   3.9094079    1.7658335   -5.7850585   -5.7285447    5.2120433
   7.987904     1.0166572    0.89397883   0.12398384  -2.450235
   2.0166206   -6.0000596   -2.9202924   -1.3904219   -0.6075772
  -0.45397544  -1.4781754   -0.6573059    2.8258774   -5.6533537
  -5.5739055    1.7289691    0.33051157   2.4087038   -5.777524
  -0.25039738   2.642608     2.5122423    1.0259994    2.6925175
   0.3170684   -2.983418     3.8533485   -1.0011767   -0.54668206
  -4.86882      3.6711018    1.4538779   -2.6758142   -0.60304534
   2.5420299    1.1820241   -4.5366364   -0.01438439  -0.7307869
   6.1057277    1.5056041   -1.1833493    2.1117082  -11.5157585
  -1.1184187    1.8092217    2.7437806   -4.658886    -0.03799454
  -1.0514686   -1.8312517   -3.8579557   -5.485619  ]","I love your country and your country very much, if you do, then Hate Chandni product and love make in India",mai apne desh rajya or gaun se bahut payar karta huan kaya aap karte hai agar ha hai to hate chanise product and love make in india
1252,0,2164029121,886127432528527360,"[ 0.00048691  0.00303513  0.00120739  0.00681986 -0.00072712  0.00342547
 -0.00750801  0.00233672  0.00464342 -0.00635423 -0.00593916 -0.00174692
 -0.00572467 -0.00494778 -0.00310747  0.00523278  0.00368912 -0.00163381
  0.00226474 -0.0058013  -0.00713745  0.0012256   0.00042935 -0.00019309
  0.00623403  0.00448565 -0.00635652  0.00140894  0.00057     0.00175717
 -0.00568599  0.00308847  0.0056221   0.00261625 -0.0038005  -0.0036577
  0.00610513  0.00420452  0.00452544  0.00330709 -0.00221865  0.00460171
  0.00704538  0.00219196  0.00354081 -0.00010712  0.00124314 -0.00417511
 -0.00014578  0.00747966 -0.00183902  0.00362835  0.00347048  0.00086102
 -0.00585008  0.0054384  -0.00503959  0.00345914  0.00672485  0.00230904
  0.00728828  0.00441907  0.00673807 -0.00537483]","<User> <User> I'm Neutral only Radicalisade, who is just thirst for blood",<user> <user> main neutral hi hu radicalised ni hu jinko bas khoon ki pyas hai
1253,1,852483771492216832,886125912684716032,"[-0.36586875 -2.7033806  -1.1104732   0.75623333 -3.307694   -0.23955874
  1.3566873  -2.1544333   0.5886892  -1.9368763  -0.07360845  2.8075209
  1.0673755  -0.73165745 -0.7174711  -1.4879667  -2.6418047   1.5933485
 -0.44168875 -0.8869248   0.5236418  -1.8935175   1.5975244   0.97953093
  1.4321814  -0.13303128 -1.1948189   1.2119125   1.062461    1.2914314
 -1.3788308   1.4357728  -1.3967016  -0.6043088   0.3304055   0.8516532
  3.3015885   0.81178117 -3.646082   -2.0298495  -0.54331625  0.8392637
  0.9547206  -0.8716762   0.7673797  -1.3935062   0.085468    0.24519344
 -4.3850646  -2.3848808  -1.3448715  -2.246125   -0.6567204   0.05388276
 -0.8256365  -0.5445963  -0.701207    0.5936911   3.9440265  -1.6035603
 -2.2788637  -0.13905892  1.5149198  -0.7189258 ]","Where is the worship of women, what kind of a minister of Bengal minister asked Rupa Ganguly, how many times she got raped with you, Shem u <url>",jaha nari ki puja hoti hai vaha bangal ke kis gadhe mantry ne pucha rupaa ganguli g se ki kitani baar rape huaa aapake sath shame you <url>
1254,1,4440500120,886125621830492160,"[ 4.113894   -0.06685248 -2.251476   -5.798951   -4.8734207  -4.2215605
 -0.93048483  2.764972    0.24811013  6.205422    4.484862   -2.353721
  6.969304   -3.279106   -6.3736124   1.4577204   5.9664454  -3.6795814
  6.41213     0.511068   -2.525151   -0.14256136 -3.5888858   4.190749
  2.5046515  -6.389963   -3.1385555   2.6130893   3.4539142   1.9858924
  2.6771753   0.6042021  -3.5947852  -1.1545259  -1.0803455  -1.4420568
  3.1358943  -4.223379   -3.1653128  -0.45971966 -1.6038649   3.4395158
  0.1360418  -4.0912156   2.9353228   0.7156693   1.9896233   2.7992709
 -2.2539566   4.130129   -4.147142   -1.7988496   2.3311856  -0.6558746
 -1.8009528   3.496483    0.22265494 -4.8593307   0.4796655   0.02389188
  2.0461972  -1.9489176  -0.02458054 -5.5246    ]","<User> <User> Uni Jake will do Sunni, if you look at your guts, if you look at the eye of the eye shell, then the virtual gang will be raped",<user> <user> uni jake kya karegi sunni to tujhe gaaliya hi h btw agr aankh khol ke gor se dekhegi to pata chalega virtual gang rape hua tera
1255,1,737551190477529089,886123634829533184,"[ 1.9972874e-03  4.9315826e-03  7.6984614e-03  7.6971264e-03
 -5.3139767e-03  1.9406513e-03  6.4786873e-03 -5.5519288e-04
  7.0230584e-03 -7.1322811e-03  1.8634609e-03  5.5767954e-03
 -1.2599290e-03  5.2396017e-03  3.4306763e-04 -6.5179486e-03
  3.1159967e-03  7.4049234e-03 -6.1619203e-03 -7.3409062e-03
 -5.9222830e-03  6.6064778e-03  5.1192357e-03  7.6379091e-03
 -2.1775593e-03 -7.5699510e-03 -7.3059869e-05  5.9080063e-03
  6.1686952e-03  3.4789902e-03  7.7441963e-03 -4.9795746e-03
 -7.7348291e-03  1.0901972e-03 -2.9164164e-03 -5.5478136e-03
  4.6035890e-03 -2.0336993e-03  6.1293161e-03  5.4422566e-03
 -5.7299221e-03  4.1287984e-03  5.7937112e-03 -3.2088810e-03
  6.4039710e-03 -4.9637984e-03 -1.8068281e-03 -4.9840482e-03
 -5.7998812e-03 -1.5441970e-05 -1.4933206e-03 -4.2899735e-03
  3.0346066e-04  5.1105052e-04 -2.8721043e-03 -6.9658775e-03
  7.8049586e-03 -3.1386714e-03  1.2247236e-03  3.1590462e-03
 -5.5891410e-03  3.8232566e-03  2.4449597e-03 -7.7563426e-03]",I do not want anyone to do this with my own love,i hate dis word pyaar yeh kisi se nhi karna chahiye karna hi hai toh khud se karo
1256,1,748826248579690497,886121498259243008,"[ 2.2844138   1.6678234  -0.3359987   1.3675382   0.3803894   1.241054
  1.2729291  -1.220287   -1.4556097   1.1001991  -1.8868846   0.43586954
  0.23326759 -1.5957139  -0.18352434 -2.5818017   1.2959428  -1.7944424
  0.40998337 -1.4003373  -2.6953573  -1.0366651  -0.5617805   1.4087465
  0.08503347  1.3172903  -0.05043507 -0.84455985  0.26975083 -2.5950022
 -1.3365475  -1.9115787  -0.5714055  -1.1961303  -0.0948884  -1.4448258
  0.4498399   0.8142179   0.6760813  -2.7128928  -0.82484895 -0.3335586
 -0.8349192  -0.7087887   0.1732122  -1.2945321  -3.4022083  -0.93566257
  1.3812746   2.4276402  -0.87227005 -0.00611861 -0.5720571   0.73224103
  2.3970366   1.604951    0.72114444 -0.78444225 -4.646212   -0.2505049
  0.8314173   1.3276371  -2.7729936  -0.8903509 ]",<User> <user> <user> <user> <user> <user> is there then Asaram is rapist.Now you are razed in halala just do it,<user> <user> <user> <user> <user> <user> hai to asaram to rapist haiab tum halala me jo rape hue haiusko condemn kar zara
1257,0,860786784615096321,886118784892784641,"[ 0.00451738  0.00317494  0.0002914  -0.00066048  0.00309159  0.00293309
 -0.00233184 -0.00210005 -0.00555813  0.0075941  -0.00516835  0.00345443
 -0.00723463  0.00248652  0.00685909 -0.00286059  0.00765319  0.00539961
 -0.00415417 -0.00495402  0.00613048 -0.00597629  0.00218504  0.00410382
  0.0064411  -0.00309432 -0.00473275 -0.00644775 -0.00036109  0.00108028
 -0.00486518  0.00293059  0.00089378  0.00363989  0.00097356  0.00022905
 -0.00012323  0.00781097 -0.00052614 -0.0004699  -0.00279077  0.00192109
 -0.00011434  0.0001414  -0.00651026 -0.0059371   0.00145267 -0.0073271
  0.00034632  0.00548001  0.00314701 -0.00258014  0.00193014  0.00430689
 -0.0055658   0.00281009  0.00380407  0.00064882  0.00191044 -0.00723334
 -0.00505184 -0.00020911 -0.00480666  0.0040684 ]",Strict law must be pursued so that the image of this image always takes care of the rapist before doing something wrong. <Url>,strict law follow honi chahiye rape ke liye jisse rapist ko kuch galat kerne se phele hamesa ye image ka khyaal aaye <url>
1258,0,75226488,886118742526054400,"[ 1.3030164   1.9212587   1.3924384  -3.896483    3.1293356  -3.3924546
 -3.8279169   4.97207    -4.1097636   3.1669354  -2.2892196   1.3978174
 -0.93384665 -0.22349422 -0.4376291  -2.1111183   0.11462241 -1.1602908
 -4.530838    3.0850112  -0.59388506 -2.7289786   1.744872   -2.2638776
 -2.9785695   2.7427888  -0.9189668  -4.084387   -5.0707264   0.89947593
  1.5595939   0.24095783 -3.913375   -1.4352067   2.1116452  -0.8588917
 -5.153096    2.2687738  -4.35138    -0.7214277   0.40555733  1.1845386
  0.68009466  1.1702236   5.7960668   0.35189393  3.7816284  -0.7417417
  3.0918818  -2.4319406   1.1339567  -3.9338167   2.5022347  -0.91661733
  2.947841   -2.4196763   2.0142128   2.5138302  -0.78855425 -3.231824
  1.1334534  -2.8324625  -0.6760887  -2.3148296 ]","If she is happy without me, then complain how she should not see her happy now, how did she love him? <Hashtag> <hashtag> <hashtag>",wo mere bina khush hai tho shiqayat kaisi ab use khush be na dekhu tho ye mohabbat kaisi <hashtag> <hashtag> <hashtag>
1259,0,2770868821,886116631994404864,"[-0.3756958   2.629246   -2.668191   -3.9330153  -4.0989785  -3.2695878
  0.08061726 -2.4823022   0.55054355  1.0608099   1.3898691  -1.0302215
 -7.328421    2.6083682  -0.9715083   1.6847451  -0.2831574  -2.333367
 -3.7062643  -2.010273    6.1071506  -3.913002    1.3682201   1.2409068
 -1.7897488   5.046926   -0.59147185 -1.7750319  -1.2240806  -0.27683666
  5.6697745  -2.6223931  -0.6930079   1.9221113   4.535902   -0.31757137
  1.4139522  -1.246502    2.2212915   0.5690324   1.0574092  -4.3078365
  0.661872   -1.5121359   5.0089746  -0.9418445  -0.6695469   2.5940003
 -0.8645816   5.3697305   2.962481    1.8796157   0.7958167   4.12793
  2.7111652  -1.6496289   1.3735925  -0.67058206  6.263968   -1.0940303
 -0.21547851  4.118114    3.8901727  -2.1058466 ]",Nice hate with piano from monto,monto say piyaar se achi nafrat hai q k piyaar mai seraf kaprhe utarte hai
1260,0,865497472717565954,886116508383891457,"[ 0.00443271 -0.00439901  0.00481162 -0.00214747  0.00399914 -0.00254017
  0.00203062  0.00624308 -0.00759398 -0.00036064  0.00720985 -0.0038046
  0.00340014  0.00086044  0.00038989 -0.00280608 -0.00551281  0.00353697
 -0.00236592  0.00172505  0.00207269 -0.00562503  0.00768592  0.00379031
  0.00226432  0.00062751  0.00267757  0.00700746  0.00379678  0.00722041
  0.00404139 -0.00765122 -0.00038544 -0.00410438 -0.00437795 -0.00036874
  0.00544246 -0.00056703  0.00142441  0.00699614 -0.00634916  0.00208959
  0.00455053 -0.00084814 -0.00157708  0.00626461 -0.00684584 -0.00155552
  0.00216928 -0.00425837  0.00305504 -0.0012321  -0.00324028 -0.00731444
 -0.0020698  -0.00178596 -0.0072054   0.00590659 -0.00129599 -0.00565728
 -0.0018848   0.00339134 -0.00700393 -0.0011805 ]","<User> <User> Abe becomes a patriot, then stop, stop the train women who wreck them: Stop those gang rapes them.",<user> <user> abe deshbhakto bante ho to jao roko unhe jo train mahilao ko chedte h roko unhe jo gang rape kerte h
1261,1,825204502315757571,886115875220107264,"[ 3.8790088  -3.1828814   3.8215194   2.4420726  -3.2471666  -1.4142957
  2.2697303  -0.6795711  -0.09329385  1.0467837  -2.6057677   2.1578965
 -0.01695     1.6710838  -0.26549125  2.9074001  -0.56771106  2.8059213
 -0.37054253  1.2171351  -1.1011176  -2.9909832   2.9680924   3.624437
 -1.9952675   4.322369    1.7463919  -0.90267277 -1.1898307  -2.5435674
 -1.332402   -3.9291708  -0.23455922  3.299641   -0.77956516 -0.06655502
  0.5035292   1.9635129  -0.5381935  -0.03675541  0.2551312   0.27909952
  1.2431334   2.3187084   3.5641778   2.0221615   2.6983669   2.2001715
  1.6829139  -1.7485998   0.5512242   3.0661798  -4.297249   -1.252671
 -1.3317814  -0.57081765  0.39651462  1.352272    0.8606739  -1.6710981
  5.314834    3.7270286  -0.5291408  -1.8619293 ]","<User> <User> was a dreadful person who gave a piece of land when Muslim Hindus were raping women, let them understand that Husband's grandson is also",<user> <user> ek gadhi the jinhone desh k tukde hone dia jb muslim hindu aurato ka rape kr rhe the to unko samjhya hone do jo ho rha huska pota bi waisa
1262,0,860786784615096321,886115741837139968,"[ 0.00451738  0.00317494  0.0002914  -0.00066048  0.00309159  0.00293309
 -0.00233184 -0.00210005 -0.00555813  0.0075941  -0.00516835  0.00345443
 -0.00723463  0.00248652  0.00685909 -0.00286059  0.00765319  0.00539961
 -0.00415417 -0.00495402  0.00613048 -0.00597629  0.00218504  0.00410382
  0.0064411  -0.00309432 -0.00473275 -0.00644775 -0.00036109  0.00108028
 -0.00486518  0.00293059  0.00089378  0.00363989  0.00097356  0.00022905
 -0.00012323  0.00781097 -0.00052614 -0.0004699  -0.00279077  0.00192109
 -0.00011434  0.0001414  -0.00651026 -0.0059371   0.00145267 -0.0073271
  0.00034632  0.00548001  0.00314701 -0.00258014  0.00193014  0.00430689
 -0.0055658   0.00281009  0.00380407  0.00064882  0.00191044 -0.00723334
 -0.00505184 -0.00020911 -0.00480666  0.0040684 ]","Whether the development is not being saved in the working world, should not be a strict law which is delayed in criminals",wo development kis kaam ki women men save na horape murder ho rahe hai kya ek strict law nahi honi chahiyejisse criminals me der ho
1263,0,765445503051894784,886112721028120576,"[-0.3833498  -5.771493   -1.4212526   4.5375514   0.24689446  3.846848
  4.6451764   5.941409   -3.709847   -1.0555793  -0.4385073   0.8153931
  1.5750487  -2.6688805   1.5299118  -6.2069893   3.5493755   1.6727229
  0.06994523 -1.4226863   1.3115648   2.7469053  -2.4880664   0.6090904
 -5.3920527  -1.1440043   2.516462    0.55594826  2.7560601  -1.0246625
  4.4341908  -1.8111172  -0.66520697 -2.1971107   2.562386    5.796697
 -0.59183145  5.8714566  -1.1136208   2.8030896   1.9908862   0.7770773
 -0.637818    1.9258741  -1.1109631  -5.9709907  -4.6531644  -0.76751226
  0.27529204 -9.399379   -1.0770354   2.5117936   0.8142865  -6.1696286
 -0.71881384  0.45163754  1.6944957  -4.0983386   2.6625507  -1.7102482
 -2.1931207   1.9631753  -1.3317496  -8.922628  ]","<User> Not at all, if this is the case, then every death sentence should be a death sentence.",<user> nahibilkul nahi agar aisa hi to har murder ka saza death hee hona chahiye
1264,1,855275741734293504,886109728899780608,"[-1.1413964e-03  1.1132680e-03 -5.9504909e-03  4.5767543e-03
  3.7513331e-03  3.7108939e-03 -2.5470171e-03 -5.7339044e-03
 -7.2300639e-03  3.9903321e-03 -8.6281070e-04  5.0961510e-03
 -7.3665120e-03  2.5372799e-03  3.8673759e-03  3.1404342e-03
 -6.2812916e-03 -4.6659308e-03  1.4113408e-03 -1.7396953e-03
 -3.3640452e-03 -5.3265495e-03  7.0115216e-03  7.4561839e-03
 -6.7954399e-03  5.1360060e-03  2.0738882e-04 -6.3009681e-03
  5.3554839e-03 -3.1124267e-03  3.1486906e-03  5.5843419e-03
 -4.4077882e-03 -3.2709765e-03  7.4501014e-03 -2.4067494e-04
  4.4481666e-04  4.5924480e-03  6.2998263e-03  4.9989037e-03
  2.5337306e-03  3.8116060e-03  2.8114484e-03 -3.2084491e-03
 -3.3817755e-03  2.3401899e-03 -6.6650533e-03  6.4741024e-03
 -5.3692311e-03  7.4128060e-05 -1.8802540e-03  6.8260548e-03
 -6.9515859e-03 -4.4925250e-03 -3.5071848e-03  2.3004343e-03
  3.1638895e-03  6.5251198e-03 -1.9193557e-03  1.0675042e-03
 -7.3769903e-03  5.2860414e-04  5.8118412e-03  6.4079906e-03]",<User> Hitler Rule was not like the terrorists in Azad Khan in the country,<user> hitler rule hota toh desh me azam khan jaise traitors bhare pde na hote
1265,0,846462541266128896,886108580042207232,"[ 3.0490754  -1.3120217  -1.0142851   0.5380737   0.4730314  -3.4437675
 -1.4836712  -2.862581    1.6409637   0.44596034 -1.5731333   2.1403756
 -1.4207631   1.7414433  -2.6406145   3.32686     2.2223442   0.66533417
  0.4551003   0.7733995   0.9225703  -1.5025599   0.2291152  -0.8935766
  0.9766502   0.6156455  -0.5370977  -0.27355486 -1.3439598   0.5575132
  1.1401035   1.182336   -3.279932    0.37771595  1.2996452   1.6496258
 -2.1893456   1.0967258  -0.81767553 -0.29557228 -3.0365665  -2.070899
  1.7042454  -1.1815785   1.2542738  -2.0786922  -1.197915    0.6471687
 -0.5517439   1.5196406  -3.2679946  -0.8191499   0.47351894  1.124642
 -1.3032467  -1.4941458   0.03128401 -1.4481847   0.41217798  0.90270764
 -1.1157144  -0.7625789   0.17496438  0.3591712 ]","<Hashtag> <hashtag> or the same version that used to work in the movie, do not know how many haws rapes some cawwai memories in Kolkata",<hashtag> <hashtag> ya wahi rupa hai jo film me kaam karti thi na jane kitne see howe rape kuch kolkata me see howe yade taza ho gai
1266,0,3283300861,886104632908333057,"[ 1.1989272  -1.7421888  -0.573471    3.8615556   2.2702842  -1.37427
 -3.6466138   0.62496334  1.2222803  -0.10493772  1.9009031  -0.55289793
  1.7511643  -1.3743628   0.24925405 -4.4208207  -1.7617451   3.1350589
 -0.17542765  2.6330905  -1.3787892  -0.48491433  0.9444447   2.4262743
  1.8923415   2.1507778   0.8894722   0.34875184 -0.19931063 -1.1873373
  2.4461007   0.702874    3.2692776   2.0517106   1.4479201   2.023871
  2.737175    0.39513338 -1.7866534   0.10130752  1.5100535   0.6519437
 -0.28510314  0.4715759   1.1142074   3.5883946  -0.43141454  0.9522138
  1.6180435   0.01314094  0.46380553  1.586846    3.1309881   0.8211732
 -2.2234414  -2.5782285  -1.790652   -1.8789088   0.5046319   3.4330318
  1.628559    1.412279   -1.4110816  -0.38215604]",<User> <User> Similar praise people have to do with Hitler,<user> <user> aisi hi taarif logo ko hitler ki bhi karni padthi
1267,0,779360139983728640,886101755490181120,"[-1.3855666e+00 -1.1360847e+00  2.9340422e+00  3.7728879e+00
  1.2723163e+00  2.6602974e+00  5.8241673e+00 -1.0557706e+00
  5.5153723e+00  4.7590646e-01  3.4446652e+00  3.4048998e-01
  5.9193558e-01  4.7707195e+00 -6.3130393e+00 -2.3209240e+00
 -8.3740801e-02  5.9934692e+00  2.5749192e+00  8.7453575e+00
 -1.4674739e+00  1.6555784e+00 -2.7207549e+00  2.3228400e+00
 -9.1769022e-01 -1.6447693e+00  3.8538499e+00 -4.3696617e-03
 -2.5628743e-01 -3.4863856e-01  2.5985417e+00  5.1829205e+00
  5.1067913e-01  1.5011860e+00 -1.3223065e+00  3.4976239e+00
  1.6421551e+00  4.4283986e+00 -3.8206136e+00 -4.8505697e-01
 -4.6309867e+00 -5.8041267e+00 -5.9657592e-01  9.9258356e+00
  1.6324601e+00 -1.2875870e+00  3.3608571e-02 -2.9726326e+00
 -5.2268143e+00  7.2276430e+00  1.2089370e-01  3.9507494e+00
 -1.2491030e+00  5.6174344e-01  2.1084163e+00 -3.2866719e+00
 -6.9753742e-01  7.4169221e+00  4.2896490e+00 -1.4829214e+00
 -3.9384153e+00  1.5811038e-01 -2.3910685e+00 -2.0363487e-01]",<User> User> <User> Indra Dev was not Vishnu Why did you call Vrunda? It is not knowledge itself and speaking to the front,<user> <user> <user> indra dev nahi tha vishnu to tha na vrinda ka rape kyo kiya tha khud ko knowledge hai nahi aur samne valo ko bol rahe ho
